INDIVIDUAL,Lake,SITE,DATE ,COLLECTOR,# of rocks,rock 1,rock 2,rock 3,rock 4,rock 5,EXAMINED BY,DATE EXAMINED,Microscope,MAGNIFICATION,Order,Family,Genus ,SIZE (mm),Notes 
30,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
31,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
32,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
33,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
34,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
35,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
36,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
37,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
38,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
39,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
40,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
41,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
42,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
43,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
44,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
45,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
46,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
47,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
1,GL1,Gl1_2E,7/12/18,SY,5,1,2.1,1.7,0.8,0.9,SY,7/20/18,SZ51,0.8,trichop,leptoceridae,,14,
1,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
2,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
3,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
4,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
5,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
6,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
7,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
8,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
9,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
10,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
11,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
12,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
13,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
14,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
15,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
16,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
17,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
18,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
19,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
20,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
21,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
1,GL1,Gl1_3E,7/12/18,SY,5,1,0.7,3,2,1.5,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,10,
1,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,amphipoda,gammaridae,,2,
1,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
2,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1.5,
3,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
4,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
5,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
6,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
7,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
8,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
9,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
10,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2.5,
11,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1.5,
12,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
13,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
14,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
15,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
16,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
17,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
18,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
19,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
20,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
21,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
22,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
23,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
24,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1.5,
25,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1.7,
26,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
27,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
28,GL1,Gl1_5W,7/12/18,SY,5,2,2.1,1.9,2,1.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
1,GL1,Gl1_7W,7/12/18,SY,5,1.7,1.8,1,1.2,0.9,SY,7/20/18,SZ51,0.8,trichop,leptoceridae,,12.5,
1,GL1,Gl1_7W,7/12/18,SY,5,1.7,1.8,1,1.2,0.9,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,15,
2,GL1,Gl1_7W,7/12/18,SY,5,1.7,1.8,1,1.2,0.9,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,11,
1,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,coleoptera,dytiscidae,,3.125,
1,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,6.25,
2,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,5.7,
1,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,13.5,
2,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,14,
1,GL4,Gl4_1E,7/17/18,SY,5,2.5,0.5,2.5,0.7,2,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,2,
1,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,14,
2,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,13,
3,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,12.5,
4,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,1,
5,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3.125,
1,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,10,
2,GL4,Gl4_2E,7/17/18,SY,5,2.5,0.6,0.5,2.1,1.9,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,10,
1,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
2,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
3,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,chironomidae,,1,
1,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
2,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
3,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
4,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
5,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
6,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
7,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
8,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
9,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
10,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
11,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
12,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
13,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
14,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
15,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
16,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
17,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
18,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
19,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
20,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
21,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
22,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
23,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
24,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
25,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
26,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
27,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
28,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
29,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
30,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
31,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
32,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
33,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
34,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
35,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
36,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
37,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
38,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
39,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
40,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
41,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
42,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
43,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
44,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
45,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
46,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
47,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
48,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
49,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
50,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
51,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
52,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,diptera,simuliidae,,3.125,
1,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
2,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,ephemerop,baetidae ,,2,
3,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,ephemerop,baetidae ,,2.5,
4,GL4,Gl4_3IN,7/17/18,SY,5,2,0.7,2.2,0.5,2.8,SY,7/20/18,SZ51,0.8,ephemerop,baetidae ,,2.7,
1,GL4,Gl4_4W,7/17/18,SY,5,2,3.9,1.9,2.4,2.2,SY,7/20/18,SZ51,0.8,ephemerop,ameletidae,ameletus,13.5,
1,GL4,Gl4_4W,7/17/18,SY,5,2,3.9,1.9,2.4,2.2,SY,7/20/18,SZ51,0.8,trichop,apataniidae,apatania,11,
1,GL4,Gl4_5W,7/17/18,SY,5,4,1.9,1,2.1,0.5,SY,7/23/18,SZ51,0.8,trichop,apataniidae,apatania,13,
1,GL4,Gl4_5W,7/17/18,SY,5,4,1.9,1,2.1,0.5,SY,7/23/18,SZ51,0.8,ephemerop,ameletidae,ameletus,14,
2,GL4,Gl4_5W,7/17/18,SY,5,4,1.9,1,2.1,0.5,SY,7/23/18,SZ51,0.8,ephemerop,ameletidae,ameletus,13,
3,GL4,Gl4_5W,7/17/18,SY,5,4,1.9,1,2.1,0.5,SY,7/23/18,SZ51,0.8,ephemerop,ameletidae,ameletus,15,
1,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
2,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,9.375,
3,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,9.375,
4,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,10,
5,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
6,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
7,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,10,
8,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,12.5,
9,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,12.5,
10,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,13,
11,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,13.5,
12,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,12.5,
13,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,15,
14,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,6,
15,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
16,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
17,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,5,
18,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,4,
19,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
20,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,9.375,
21,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,9.375,
22,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,10,
23,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,7,
24,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3.125,
25,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,3,
26,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,2,
27,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,10,
28,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,11,
29,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,ephemerop,baetidae ,,6,
1,GL4,Gl4_6OUT,7/17/18,SY,5,2.1,4,2.5,2.6,1,SY,7/23/18,SZ51,0.8,plecoptera,perlodidae,,17,
